Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
2005,710,CHN,0.058,0,0,0,0.025,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027
2010,710,CHN,0.058,0,0,0,0.025,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027
1945,712,MON,0.0023,0,0,0,0.0074,0.0907,0,0,0,0,0,0,0,0,0.0009,0.4303,0.4567,0.0117
1950,712,MON,0.0026,0,0,0,0.0154,0.0769,0,0,0,0,0,0,0,0,0.0013,0.4551,0.4487,0
1955,712,MON,0.0028,0,0,0,0.0298,0.0607,0,0,0,0,0,0,0,0,0.0018,0.4479,0.4552,0.0017
1960,712,MON,0.0028,0,0,0,0.04,0.0448,0,0,0,0,0,0,0,0,0.002,0.4206,0.4897,0.0001
1965,712,MON,0.0028,0,0,0,0.0273,0.0316,0,0,0,0,0,0,0,0,0.0022,0.3911,0.54,0.0049
1970,712,MON,0.0027,0,0,0,0.0172,0.0211,0,0,0,0,0,0,0,0,0.0023,0.3623,0.5943,0
1975,712,MON,0.0057,0,0,0,0.0165,0.173,0,0,0,0,0,0,0,0,0.003,0.3284,0.45,0.0234
1980,712,MON,0.0078,0,0,0,0.0158,0.2854,0,0,0,0,0,0,0,0,0.0035,0.3474,0.34,0
1985,712,MON,0.0074,0,0,0,0.0216,0.3717,0,0,0,0,0,0,0,0,0.0039,0.2577,0.33,0.0078
1990,712,MON,0.0101,0,0,0,0.0429,0.416,0,0,0,0,0,0,0,0,0.0039,0.21,0.3162,0.0008
1995,712,MON,0.0116,0,0,0,0.04,0.4882,0,0,0,0,0,0,0,0,0.0053,0.2,0.25,0.0049
2000,712,MON,0.0087,0,0,0,0.03,0.651,0,0,0,0,0,0,0,0,0.006,0.149,0.1039,0.0514
2005,712,MON,0.0087,0,0,0,0.03,0.6491,0,0,0,0,0,0,0,0,0.006,0.1421,0.1039,0.0601
2010,712,MON,0.0194,0,0,0,0.03,0.53,0,0,0,0,0,0,0,0,0.0164,0.091,0.3095,0.0037
1950,713,TAW,0.0451,0,0,0,0.004,0.25,0,0,0,0,0,0.1058,0,0,0.5831,0.0106,0.0002,0.0012
1955,713,TAW,0.0426,0,0,0,0.0041,0.259,0,0,0,0,0.0001,0.1134,0,0,0.57,0.0076,0.001,0.0023
1960,713,TAW,0.0433,0,0,0,0.004,0.2615,0,0,0,0,0.0001,0.11,0,0,0.57,0.0055,0.0015,0.0041
1965,713,TAW,0.0419,0,0,0,0.0042,0.2642,0,0,0,0,0.0002,0.12,0,0,0.5621,0.004,0.0013,0.0022
1970,713,TAW,0.064,0,0,0,0.0041,0.2632,0,0,0,0,0.0002,0.12,0,0,0.54,0.0028,0.0021,0.0036
1975,713,TAW,0.069,0,0,0,0.0045,0.27,0,0,0,0,0.0002,0.12,0,0,0.53,0.0017,0.002,0.0026
1980,713,TAW,0.0723,0,0,0,0.0047,0.27,0,0,0,0,0.0003,0.12,0,0,0.5298,0.0009,0.0019,0
1985,713,TAW,0.0672,0,0,0,0.0043,0.26,0,0,0,0,0.0004,0.12,0,0,0.52,0.0017,0.0217,0.0047
1990,713,TAW,0.0636,0,0,0,0.0039,0.26,0,0,0,0,0.0004,0.12,0,0,0.51,0.0025,0.0395,0
1995,713,TAW,0.05,0,0,0,0.0039,0.2583,0,0,0,0,0.0006,0.1203,0,0,0.52,0.0025,0.0414,0.0031
2000,713,TAW,0.0541,0,0.0024,0.0005,0.0038,0.2508,0,0,0,0,0.0007,0.2078,0,0.0006,0.4005,0.0026,0.07,0.0091
2005,713,TAW,0.0496,0,0,0,0.0039,0.35,0,0,0,0,0.0007,0.33,0,0,0.1764,0.0025,0.08,0.0069
2010,713,TAW,0.0541,0,0.0029,0.0005,0.0045,0.2508,0,0,0,0,0.0007,0.2078,0,0.0006,0.4005,0.0026,0.07,0.0084
1950,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.55,0.39,0
1955,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.49,0.45,0
1960,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.43,0.51,0
1965,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.39,0.55,0
1970,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.3,0.64,0
1975,731,PRK,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.26,0.68,0
1980,731,PRK,0.0183,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.2111,0.74,0.0005
1985,731,PRK,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.16,0.79,0
1990,731,PRK,0.0171,0,0,0,0.0001,0.03,0,0,0,0,0,0,0,0,0.0007,0.16,0.79,0.0022
1995,731,PRK,0.0209,0,0,0,0.0001,0.03,0,0,0,0,0,0,0,0,0.0007,0.16,0.78,0.0083
2000,731,PRK,0.0166,0,0,0,0,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038
2005,731,PRK,0.0166,0,0,0,0,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038
2010,731,PRK,0.0166,0,0,0,0,0.0458,0,0,0,0,0,0,0,0.13,0.0006,0.16,0.6432,0.0038
1950,732,ROK,0.09,0,0,0,0,0.14,0,0,0,0,0.0001,0,0,0.13,0.0001,0.6386,0.0005,0.0007
1955,732,ROK,0.09,0,0,0,0,0.16,0,0,0,0,0.0002,0,0,0.13,0.0002,0.6107,0.0016,0.0073
1960,732,ROK,0.11,0,0,0,0.0001,0.17,0,0,0,0,0.0003,0,0,0.13,0.0002,0.5811,0.0024,0.0059
1965,732,ROK,0.14,0,0,0,0.0001,0.1691,0,0,0,0,0.0004,0,0,0.1416,0.0003,0.543,0.0029,0.0026
1970,732,ROK,0.183,0,0,0,0.0001,0.1692,0,0,0,0,0.0004,0,0,0.1513,0.0003,0.49,0.0033,0.0024
1975,732,ROK,0.2453,0,0,0,0.0001,0.1799,0,0,0,0.0002,0.0005,0,0,0.1397,0.0004,0.4297,0.0042,0
1980,732,ROK,0.2993,0,0,0,0.0001,0.19,0,0,0,0.0003,0.0005,0,0,0.1306,0.0005,0.37,0.0049,0.0038
1985,732,ROK,0.2048,0,0,0,0.0001,0.1998,0,0,0,0.0005,0.0005,0,0,0.0107,0.0006,0.0088,0.5689,0.0053
1990,732,ROK,0.2341,0,0,0,0.0001,0.2165,0,0,0,0.0005,0.0005,0,0,0.0075,0.0006,0.0088,0.5268,0.0044
1995,732,ROK,0.2597,0,0,0,0.0002,0.2308,0,0,0,0.0006,0.0006,0,0,0.0047,0.0006,0.0088,0.4868,0.0072
2000,732,ROK,0.2719,0,0,0,0.0008,0.227,0,0,0,0.0006,0.0006,0,0,0.0057,0.0008,0.0096,0.4677,0.0153
2005,732,ROK,0.2859,0,0,0,0.0015,0.2255,0,0,0,0.0006,0.0006,0,0,0.0067,0.0009,0.0105,0.4542,0.0135
2010,732,ROK,0.2859,0,0,0,0.0015,0.2255,0,0,0,0.0006,0.0006,0,0,0.0067,0.0009,0.0105,0.4542,0.0135
1945,740,JPN,0.0097,0,0,0,0,0.6803,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0087,0
1950,740,JPN,0.0079,0,0,0,0,0.7,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0184,0
1955,740,JPN,0.0101,0,0,0,0,0.6966,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0407,0
1960,740,JPN,0.0322,0,0,0,0,0.7,0,0.0001,0,0.7655,0.0001,0,0,0,0.0002,0,0.0673,0
1965,740,JPN,0.03,0,0,0,0,0.7,0,0,0,0.7655,0.0001,0,0,0,0.0003,0,0.0881,0
1970,740,JPN,0.0299,0,0,0,0,0.7,0,0,0,0.7655,0.0001,0,0,0,0.0004,0,0.1062,0
1975,740,JPN,0.03,0,0,0,0.0004,0.7082,0,0.0001,0,0.7655,0.0001,0,0,0.0003,0.0004,0,0.1018,0
1980,740,JPN,0.0342,0,0,0,0.0007,0.73,0,0.0001,0,0.7655,0.0001,0,0,0.0006,0.0004,0,0.1005,0
1985,740,JPN,0.03,0,0,0,0.001,0.7459,0,0.0001,0,0.7655,0.0001,0,0,0.0008,0.0008,0.0001,0.0999,0
1990,740,JPN,0.03,0,0,0,0.0013,0.7462,0,0.0002,0,0.7655,0.0001,0,0,0.0011,0.001,0.0001,0.0996,0
1995,740,JPN,0.03,0,0,0,0.0014,0.74,0,0.0002,0,0.7655,0.0001,0,0,0.001,0.0016,0.0001,0.1153,0
2000,740,JPN,0.0235,0,0,0,0.0015,0.6608,0,0.0002,0,0.7655,0.0001,0,0,0.001,0.002,0.0001,0.112,0
2005,740,JPN,0.0235,0,0,0,0.0015,0.6965,0,0.0002,0,0.8374,0.0001,0,0,0.001,0.0022,0.0001,0.12,0
2010,740,JPN,0.0196,0,0,0,0.0015,0.6907,0,0.0002,0,0.8474,0.0001,0,0,0.0009,0.0023,0.0001,0.095,0
1950,750,IND,0.0181,0,0,0,0.1192,0.0067,0.0003,0.7978,0.0161,0,0.0011,0,0.0051,0,0.0001,0.0329,0.0023,0.0002
1955,750,IND,0.0193,0.0001,0,0,0.12,0.0005,0.0003,0.8,0.0159,0,0.0013,0,0.0041,0,0.0001,0.035,0.0033,0.0001
1960,750,IND,0.0271,0,0,0,0.1085,0.0074,0.0004,0.79,0.0181,0,0.0013,0,0.0047,0,0.0001,0.036,0.0041,0.0023
1965,750,IND,0.0278,0,0,0,0.1118,0.0072,0.0003,0.7838,0.0178,0,0.0014,0,0.0048,0,0.0001,0.0361,0.0046,0.0043
1970,750,IND,0.0372,0,0,0,0.1135,0.0068,0.0002,0.778,0.0186,0,0.0013,0,0.0047,0,0.0001,0.0347,0.0049,0
1975,750,IND,0.0459,0,0,0,0.1191,0.0078,0.0002,0.76,0.0201,0,0.0015,0,0.0048,0,0.0001,0.0333,0.0057,0.0016
1980,750,IND,0.0516,0,0,0,0.1196,0.0084,0.0002,0.7541,0.0206,0,0.0016,0,0.0048,0,0.0001,0.0309,0.0062,0.002
1985,750,IND,0.05,0,0,0,0.1145,0.0072,0.0002,0.7581,0.0193,0,0.0016,0,0.0047,0,0.0001,0.0337,0.0094,0.0011
1990,750,IND,0.05,0,0,0,0.121,0.0071,0.0002,0.7452,0.0221,0,0.0017,0,0.0046,0,0.0001,0.0357,0.012,0.0003
1995,750,IND,0.05,0,0,0,0.12,0.01,0.0001,0.7422,0.02,0,0.0016,0,0.0044,0,0.0001,0.0377,0.0128,0.0011
2000,750,IND,0.0234,0,0.1139,0.0201,0.134,0.0077,0.0001,0.8045,0.0187,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0004
2005,750,IND,0.0233,0,0.1135,0.02,0.1336,0.0077,0.0001,0.802,0.0186,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0035
2010,750,IND,0.0234,0,0.1139,0.0201,0.134,0.0077,0.0001,0.8045,0.0187,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0004
1975,760,BHU,0.0009,0,0,0,0.03,0.7265,0,0.24,0,0,0.0002,0,0,0,0,0.002,0,0.0004
1980,760,BHU,0.0013,0,0,0,0.03,0.73,0,0.23,0,0,0.0003,0,0,0,0,0.0079,0,0.0005
1985,760,BHU,0.0058,0,0,0,0.03,0.7231,0,0.21,0,0,0.0003,0,0,0,0,0.0256,0,0.0053
1990,760,BHU,0.0092,0,0,0,0.0103,0.7376,0,0.2,0,0,0.0003,0,0,0,0,0.0395,0,0.003
1995,760,BHU,0.0093,0,0,0,0.0062,0.7787,0,0.16,0,0,0.0002,0,0,0,0,0.0386,0.0001,0.007
2000,760,BHU,0.0083,0,0,0,0.01,0.8309,0,0.1177,0,0,0,0,0,0,0,0.033,0.0001,0
2005,760,BHU,0.0142,0,0,0,0.01,0.8202,0,0.1213,0,0,0,0,0,0,0,0.0315,0.0026,0.0002
2010,760,BHU,0.0122,0,0,0,0.01,0.8402,0,0.1039,0,0,0,0,0,0,0,0.0324,0.0003,0.0011
1950,770,PAK,0.0125,0,0,0,0.9,0.0027,0.0001,0.08,0.0013,0,0.0001,0,0,0,0,0.0019,0.0001,0.0013
1955,770,PAK,0.0129,0,0,0,0.91,0.0031,0.0001,0.07,0.0009,0,0.0002,0,0,0,0,0.0015,0.0001,0.0013
1960,770,PAK,0.0137,0,0,0,0.9146,0.0031,0.0001,0.0664,0.0005,0,0.0002,0,0,0,0,0.0011,0.0002,0.0001
1965,770,PAK,0.0151,0,0,0,0.93,0.0014,0.0001,0.05,0.0002,0,0.0002,0,0,0,0,0.0008,0.0002,0.0018
1970,770,PAK,0.0195,0,0,0,0.9643,0,0.0001,0.015,0,0,0.0003,0,0,0,0,0.0006,0.0002,0
1975,770,PAK,0.0302,0,0,0,0.9449,0,0.0001,0.0212,0,0,0.0004,0,0,0,0,0.0007,0.0003,0.002
1980,770,PAK,0.0216,0,0,0,0.96,0,0.0001,0.0131,0,0,0.0003,0,0,0,0,0.0003,0.0002,0.0044
1985,770,PAK,0.0291,0,0,0,0.9538,0.0004,0.0001,0.0125,0,0,0.0004,0,0,0,0,0.0008,0.0005,0.0022
1990,770,PAK,0.0341,0,0,0,0.9487,0.0007,0.0002,0.0126,0,0,0.0005,0,0,0,0,0.0012,0.0008,0.0012
1995,770,PAK,0.0261,0,0.8117,0.1432,0.955,0.0007,0.0001,0.0134,0.0002,0,0.0005,0,0,0,0,0.0012,0.0009,0.002
2000,770,PAK,0.017,0,0.8117,0.1432,0.9569,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007
2005,770,PAK,0.017,0,0.8118,0.1433,0.9569,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007
2010,770,PAK,0.017,0,0.8117,0.1432,0.9569,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007
1975,771,BNG,0.001,0,0.854,0,0.854,0.005,0,0.135,0,0,0,0,0,0,0,0,0.002,0.003
1980,771,BNG,0.001,0,0.865,0.005,0.87,0.006,0,0.121,0,0,0,0,0,0,0,0,0.002,0
1985,771,BNG,0.001,0,0.872,0.0033,0.8753,0.006,0,0.1119,0,0,0,0,0,0,0,0.0015,0.002,0.0023
1990,771,BNG,0.001,0,0.881,0.002,0.883,0.006,0,0.105,0,0,0,0,0,0,0,0.0014,0.002,0.0016
1995,771,BNG,0.0008,0,0.8881,0.002,0.8901,0.0055,0,0.0994,0,0,0,0,0,0,0,0.0016,0.0013,0.0012
2000,771,BNG,0.0006,0,0.894,0.002,0.896,0.005,0,0.093,0,0,0.0001,0,0,0,0,0.003,0.0008,0.0015
2005,771,BNG,0.0014,0,0.8921,0.002,0.8941,0.0055,0,0.0934,0.0001,0,0.0001,0,0,0,0,0.0033,0.0008,0.0014
2010,771,BNG,0.002,0,0.895,0.002,0.897,0.006,0,0.09,0.0001,0,0.0001,0,0,0,0,0.0035,0.0008,0.0004
1950,775,MYA,0.0408,0,0,0,0.0365,0.7869,0,0.0175,0.0004,0,0.0002,0,0,0,0.0029,0.1136,0.0012,0.0002
1955,775,MYA,0.0525,0,0,0,0.0363,0.76,0,0.0271,0.0003,0,0.0003,0,0,0,0.003,0.1181,0.0018,0.0004
1960,775,MYA,0.0604,0,0,0,0.0344,0.75,0,0.0335,0.0003,0,0.0003,0,0,0,0.003,0.1154,0.0022,0.0004
1965,775,MYA,0.0552,0,0,0,0.0372,0.7559,0,0.0251,0.0002,0,0.0004,0,0,0,0.0031,0.1198,0.0026,0.0005
1970,775,MYA,0.0516,0,0,0,0.0382,0.7717,0,0.0172,0.0002,0,0.0004,0,0,0,0.0031,0.113,0.0029,0.0017
1975,775,MYA,0.0641,0,0,0,0.0381,0.76,0,0.0128,0.0002,0,0.0004,0,0,0.005,0.0035,0.113,0.0028,0
1980,775,MYA,0.0735,0,0,0,0.0377,0.75,0,0.0092,0.0002,0,0.0004,0,0,0.0089,0.0037,0.113,0.0027,0.0005
1985,775,MYA,0.0579,0,0.0351,0,0.0351,0.775,0,0.0126,0.0002,0,0.0009,0,0.0001,0.0116,0.0032,0.1003,0.0028,0.0003
1990,775,MYA,0.0602,0,0.0261,0,0.0261,0.775,0,0.016,0.0002,0,0.0013,0,0.0001,0.0145,0.0029,0.0996,0.0039,0.0003
1995,775,MYA,0.07,0,0.04,0,0.04,0.7395,0,0.016,0.0001,0,0.0014,0,0.0001,0.0141,0.0026,0.1111,0.0045,0.0005
2000,775,MYA,0.0704,0,0.04,0,0.04,0.7654,0,0.001,0,0,0.0012,0,0.0001,0.002,0.0022,0.1133,0.0027,0.0017
2005,775,MYA,0.08,0,0.04,0,0.04,0.7478,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0009
2010,775,MYA,0.0776,0,0.0417,0,0.0417,0.7479,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0014
1950,780,SRI,0.0811,0,0,0,0.0716,0.6377,0.0001,0.2063,0.0017,0,0.0001,0,0,0,0,0.0001,0.0013,0
1955,780,SRI,0.0855,0,0,0,0.0665,0.65,0.0001,0.1901,0.0018,0,0.0003,0,0,0,0,0.0001,0.0024,0.0031
1960,780,SRI,0.0894,0,0,0,0.0732,0.65,0.0001,0.18,0.0019,0,0.0004,0,0,0,0,0.0001,0.0033,0.0015
1965,780,SRI,0.09,0,0,0,0.0733,0.67,0.0001,0.16,0.002,0,0.0005,0,0,0,0,0.0001,0.004,0
1970,780,SRI,0.0866,0,0,0,0.073,0.6738,0.0001,0.1593,0.002,0,0.0005,0,0,0,0,0.0001,0.0045,0
1975,780,SRI,0.0861,0,0,0,0.0751,0.6959,0.0001,0.13,0.0021,0,0.0006,0,0,0,0,0,0.0078,0.0021
1980,780,SRI,0.0856,0,0,0,0.0755,0.6815,0.0001,0.13,0.0021,0,0.0007,0,0,0,0,0,0.0105,0.0139
1985,780,SRI,0.0813,0,0,0,0.0773,0.7045,0.0001,0.12,0.0023,0,0.0007,0,0,0,0,0,0.0137,0
1990,780,SRI,0.0773,0,0,0,0.0883,0.6856,0.0001,0.13,0.0025,0,0.0008,0,0,0,0,0,0.0147,0.0007
1995,780,SRI,0.08,0,0,0,0.08,0.6872,0.0001,0.14,0.0013,0,0.0007,0,0,0,0,0,0.0105,0
2000,780,SRI,0.0695,0,0.0781,0.0069,0.085,0.7594,0,0.0768,0,0,0.0006,0,0,0,0,0,0.0035,0.0053
2005,780,SRI,0.08,0,0.0643,0.0057,0.07,0.6883,0.0001,0.15,0.0002,0,0.0007,0,0,0,0,0,0.0043,0.0064
2010,780,SRI,0.0726,0,0.0882,0.0078,0.096,0.7026,0,0.1246,0,0,0,0,0,0,0,0,0.0005,0.0037
1965,781,MAD,0.0024,0,0,0,0.9908,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0066
1970,781,MAD,0.0019,0,0,0,0.9174,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0806
1975,781,MAD,0.0015,0,0,0,0.9824,0.01,0,0,0,0,0.0002,0,0,0,0,0,0,0.0059
1980,781,MAD,0.0011,0,0,0,0.9837,0.01,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0.0049
1985,781,MAD,0.0014,0,0,0,0.9348,0.01,0,0.0003,0,0,0.0002,0,0,0,0,0,0.0001,0.0531
1990,781,MAD,0.0017,0,0,0,0.9918,0.0051,0,0.0009,0,0,0.0002,0,0,0,0,0,0.0003,0
1995,781,MAD,0.0035,0,0,0,0.9506,0.0058,0,0.0023,0,0,0.0003,0,0,0,0,0,0.0007,0.0368
2000,781,MAD,0.0045,0,0.92,0.06,0.98,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113
2005,781,MAD,0.0045,0,0.92,0.06,0.98,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113
2010,781,MAD,0.0045,0,0.92,0.06,0.98,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113
1945,790,NEP,0,0,0,0,0.01,0.1497,0,0.7287,0,0,0,0,0,0,0,0.1115,0,0
1950,790,NEP,0,0,0,0,0.0194,0.1458,0,0.7251,0,0,0,0,0,0,0,0.1093,0.0002,0
1955,790,NEP,0.0002,0,0,0,0.0255,0.1277,0,0.7345,0,0,0.0001,0,0.0001,0,0,0.11,0.0013,0.0007
1960,790,NEP,0.0004,0,0,0,0.0301,0.11,0,0.74,0,0,0.0002,0,0.0001,0,0,0.1158,0.0022,0.0012
1965,790,NEP,0.0005,0,0,0,0.0291,0.11,0,0.7416,0,0,0.0002,0,0.0002,0,0,0.1155,0.0028,0
1970,790,NEP,0.0006,0,0,0,0.0278,0.1175,0,0.7368,0,0,0.0003,0,0.0002,0,0,0.1135,0.0034,0
1975,790,NEP,0.0005,0,0,0,0.028,0.1192,0,0.7379,0.0001,0,0.0003,0,0.0002,0,0.0003,0.11,0.0032,0.0003
1980,790,NEP,0.0004,0,0,0,0.029,0.12,0,0.7195,0.0002,0,0.0003,0,0.0002,0,0.0005,0.11,0.003,0.0169
1985,790,NEP,0.0162,0,0,0,0.0347,0.12,0,0.72,0.0003,0,0.0003,0,0.0002,0,0.0007,0.1,0.0032,0.0043
1990,790,NEP,0.0289,0,0,0,0.0392,0.11,0,0.72,0.0004,0,0.0003,0,0.0002,0,0.0008,0.0966,0.0033,0.0002
1995,790,NEP,0.0253,0,0,0,0.03,0.12,0,0.6914,0.0004,0,0.0002,0,0.0002,0,0.0007,0.114,0.0032,0.0146
2000,790,NEP,0.0167,0,0,0,0.042,0.108,0,0.792,0,0,0,0,0,0,0,0.036,0.0032,0.0021
2005,790,NEP,0.0153,0,0,0,0.0428,0.0983,0,0.803,0,0,0,0,0.0001,0,0,0.0356,0.0025,0.0025
2010,790,NEP,0.0142,0,0,0,0.0439,0.0904,0,0.8134,0,0,0,0,0.0001,0,0,0.0356,0.0019,0.0004
1945,800,THI,0.0045,0,0,0,0.02,0.8854,0,0.0018,0.0003,0,0,0,0,0,0.041,0.046,0.0001,0.001
1950,800,THI,0.0058,0,0,0,0.0243,0.9069,0,0.0015,0.0003,0,0,0,0,0,0.0315,0.0291,0.0003,0.0002
1955,800,THI,0.0082,0,0,0,0.0309,0.9156,0,0.0013,0.0003,0,0.0001,0,0,0,0.0237,0.018,0.0014,0.0005
1960,800,THI,0.0099,0,0,0,0.0385,0.92,0,0.0019,0.0003,0,0.0001,0,0,0,0.0173,0.0094,0.0021,0.0005
1965,800,THI,0.011,0,0,0,0.0386,0.9058,0,0.0013,0.0003,0,0.0002,0,0,0,0.0192,0.0191,0.0027,0.002
1970,800,THI,0.0065,0,0,0,0.0377,0.9049,0,0.0016,0.0003,0,0.0002,0,0,0,0.02,0.0257,0.003,0.0001
1975,800,THI,0.0119,0,0,0,0.0394,0.9088,0,0.0017,0.0003,0,0.0002,0,0,0.0012,0.0181,0.0146,0.0037,0.0001
1980,800,THI,0.0162,0,0,0,0.0413,0.91,0,0.0018,0.0003,0,0.0002,0,0,0.0021,0.017,0.0062,0.0042,0.0006
1985,800,THI,0.0234,0,0,0,0.04,0.89,0,0.0025,0.0003,0,0.0014,0,0,0.0029,0.0129,0.0142,0.0116,0.0007
1990,800,THI,0.0297,0,0,0,0.04,0.87,0,0.0032,0.0003,0,0.0023,0,0,0.0036,0.0097,0.0211,0.0179,0.0022
1995,800,THI,0.01,0,0,0,0.04,0.89,0,0.002,0.0006,0,0.0016,0,0,0.0035,0.0093,0.022,0.0178,0.0032
2000,800,THI,0.01,0,0.09,0.01,0.1,0.87,0,0.0008,0.0002,0,0.0001,0,0,0.0011,0.0008,0.0065,0.0068,0.0035
2005,800,THI,0.0056,0,0.09,0.01,0.1,0.87,0,0.0008,0.0003,0,0.0001,0,0,0.0011,0.0009,0.0068,0.01,0.0044
2010,800,THI,0.006,0,0.09,0.01,0.1,0.87,0,0.0008,0.0003,0,0.0001,0,0,0.0011,0.0009,0.0071,0.01,0.0037
1955,811,CAM,0.0235,0,0,0,0.0309,0.86,0,0,0,0,0.0071,0,0,0,0.0084,0.0314,0.0342,0.0046
1960,811,CAM,0.0207,0,0,0,0.0287,0.8694,0,0,0,0,0.0055,0,0,0,0.0113,0.033,0.0313,0
1965,811,CAM,0.0116,0,0,0,0.0265,0.8793,0,0,0,0,0.0042,0,0,0,0.0152,0.0345,0.0285,0.0002
1970,811,CAM,0.01,0,0,0,0.0245,0.8793,0,0.0001,0,0,0.0033,0,0,0,0.0203,0.036,0.0259,0.0006
1975,811,CAM,0.0106,0,0,0,0.025,0.86,0,0.0008,0,0,0.0028,0,0,0,0.03,0.0415,0.026,0.0032
1980,811,CAM,0.0126,0,0,0,0.0285,0.8538,0,0.0016,0,0,0.0026,0,0,0,0.03,0.04,0.0292,0.0017
1985,811,CAM,0.0119,0,0,0,0.0259,0.8469,0,0.0021,0,0,0.0019,0,0,0,0.03,0.0519,0.0263,0.0033
1990,811,CAM,0.011,0,0,0,0.0233,0.8466,0,0.0023,0,0,0.0013,0,0,0,0.04,0.0502,0.0233,0.0019
1995,811,CAM,0.0115,0,0,0,0.0212,0.85,0,0.0022,0,0,0.0012,0,0,0,0.04,0.0479,0.0244,0.0015
2000,811,CAM,0.0067,0,0.0193,0.0021,0.0215,0.9656,0,0,0,0,0,0,0,0,0,0.0014,0.004,0.0008
2005,811,CAM,0.0048,0,0.0179,0.0016,0.0195,0.9365,0,0,0,0,0,0,0,0,0,0.002,0.0038,0.0333
2010,811,CAM,0.0037,0,0.0179,0.0013,0.0192,0.9669,0,0,0,0,0,0,0,0,0,0.0026,0.0039,0.0036
1955,812,LAO,0.03,0,0,0,0.0019,0.6065,0,0,0,0,0,0,0,0,0.0032,0.3395,0.0188,0.0002
1960,812,LAO,0.03,0,0,0,0.0018,0.6,0,0,0,0,0,0,0,0,0.0032,0.3226,0.0289,0.0135
1965,812,LAO,0.02,0,0,0,0.0019,0.57,0,0,0,0,0,0,0,0,0.0033,0.3649,0.0375,0.0024
1970,812,LAO,0.0179,0,0,0,0.0019,0.5528,0,0,0,0,0,0,0,0,0.0033,0.3802,0.0438,0.0001
1975,812,LAO,0.0197,0,0,0,0.007,0.54,0,0.0004,0,0,0,0.0001,0,0,0.0073,0.38,0.0448,0.0006
1980,812,LAO,0.0207,0,0,0,0.0115,0.53,0,0.0008,0,0,0,0.0001,0,0,0.0106,0.38,0.0441,0.002
1985,812,LAO,0.0293,0,0,0,0.0077,0.52,0,0.001,0,0,0.0001,0.0002,0,0,0.0134,0.3895,0.0372,0.0016
1990,812,LAO,0.0253,0,0,0,0.0043,0.51,0,0.0012,0,0,0.0002,0.0002,0,0,0.0148,0.4093,0.03,0.0047
1995,812,LAO,0.0283,0,0,0,0.0025,0.52,0,0.001,0,0,0.0011,0.0001,0,0,0.0083,0.4175,0.0193,0.0019
2000,812,LAO,0.02,0,0.009,0.001,0.01,0.6577,0,0,0,0,0.008,0,0,0,0.0028,0.29,0.011,0.0005
2005,812,LAO,0.015,0,0.009,0.001,0.01,0.6779,0,0,0,0,0.009,0,0,0,0.0032,0.27,0.0116,0.0033
2010,812,LAO,0.015,0,0.009,0.001,0.01,0.6773,0,0,0,0,0.0085,0,0,0,0.0024,0.275,0.0111,0.0007
1955,816,DRV,0.05,0,0,0,0,0.11,0,0,0,0,0.01,0,0,0,0.04,0.09,0.7,0
1960,816,DRV,0.0511,0,0,0,0,0.13,0,0,0,0,0.01,0,0,0,0.04,0.09,0.6708,0.0081
