Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
1995,367,LAT,0.5402,0.0041,0,0,0.0024,0,0,0.0003,0,0,0,0,0,0,0,0.0001,0.45,0.0028
2000,367,LAT,0.5454,0.0025,0.0001,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0.4455,0.0062
2005,367,LAT,0.5756,0.0027,0.0002,0,0.0002,0,0,0.0001,0,0,0,0,0,0,0,0,0.4129,0.0087
2010,367,LAT,0.7902,0.0027,0.0001,0,0.0001,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.2006,0.0061
1995,368,LIT,0.8541,0.0015,0,0,0.002,0.0002,0,0.0002,0,0,0.0001,0,0,0,0,0,0.14,0.0018
2000,368,LIT,0.8489,0.0015,0.0008,0,0.0008,0.0001,0,0.0001,0,0,0,0,0,0,0,0.0004,0.1294,0.0188
2005,368,LIT,0.8598,0.0017,0.0008,0,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0.0002,0.1318,0.0056
2010,368,LIT,0.8296,0.0018,0.0008,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0.1521,0.0157
1995,369,UKR,0.7774,0.0047,0,0,0.0194,0.0004,0,0.0001,0.0002,0,0,0,0,0,0,0.0001,0.1977,0
2000,369,UKR,0.825,0.003,0.007,0,0.007,0.001,0,0,0,0,0,0,0,0,0,0.001,0.1625,0.0005
2005,369,UKR,0.8303,0.003,0.0082,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0.1568,0.0017
2010,369,UKR,0.852,0.0015,0.0099,0,0.0099,0.001,0,0,0,0,0,0,0,0,0,0,0.1348,0.0009
1995,370,BLR,0.6964,0.0029,0,0,0.0015,0.0001,0,0,0,0,0,0,0,0,0,0,0.2869,0.0122
2000,370,BLR,0.5851,0.0027,0,0,0.0016,0.0001,0,0,0,0,0,0,0,0,0,0,0.4103,0.0002
2005,370,BLR,0.5005,0.0026,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.4934,0.0018
2010,370,BLR,0.5684,0.0013,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.411,0.0173
1995,371,ARM,0.8748,0.0002,0,0,0.0022,0.0001,0,0,0,0,0.0004,0,0,0,0,0,0.1221,0.0002
2000,371,ARM,0.9706,0.0002,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.0109,0,0.017,0.001
2005,371,ARM,0.9492,0.0002,0,0,0.0003,0,0,0,0,0,0.0001,0,0,0,0.0124,0,0.0342,0.0036
2010,371,ARM,0.951,0.0002,0,0,0.0003,0,0,0,0,0,0,0,0,0,0.013,0,0.0346,0.0009
1995,372,GRG,0.8458,0.0036,0,0,0.11,0,0,0,0,0,0.0003,0,0,0,0,0,0.04,0.0002
2000,372,GRG,0.887,0.0028,0.0923,0,0.0923,0,0,0,0,0,0,0,0,0,0,0,0.0153,0.0027
2005,372,GRG,0.8558,0.0029,0.0964,0,0.0964,0,0,0,0,0,0,0,0,0,0,0.0025,0.0389,0.0035
2010,372,GRG,0.798,0.0027,0.099,0,0.099,0,0,0,0,0,0,0,0,0,0,0.005,0.0876,0.0077
1995,373,AZE,0.0389,0.0031,0.2659,0.6341,0.9,0,0,0,0,0,0.0002,0,0,0,0,0,0.0576,0.0003
2000,373,AZE,0.0306,0.0016,0.36,0.54,0.9,0,0,0,0,0,0,0,0,0,0,0,0.0588,0.009
2005,373,AZE,0.0272,0.0012,0.336,0.624,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.0026
2010,373,AZE,0.0241,0.0009,0.1425,0.8075,0.95,0,0,0,0,0,0,0,0,0,0,0,0.0193,0.0057
1945,375,FIN,0.9787,0.0004,0,0,0.0001,0,0,0,0,0,0.0004,0,0,0,0,0,0.0203,0.0001
1950,375,FIN,0.97,0.0004,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0.028,0.0011
1955,375,FIN,0.9519,0.0004,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0.0367,0.0105
1960,375,FIN,0.9413,0.0003,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0.0448,0.013
1965,375,FIN,0.944,0.0003,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0.053,0.0022
1970,375,FIN,0.9386,0.0003,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0.054,0.0065
1975,375,FIN,0.9217,0.0003,0,0,0.0002,0,0,0,0,0,0.0004,0,0,0,0,0,0.066,0.0114
1980,375,FIN,0.9138,0.0003,0,0,0.0002,0,0,0,0,0,0.0005,0,0,0,0,0,0.078,0.0072
1985,375,FIN,0.8998,0.0003,0,0,0.0009,0,0,0,0,0,0.0005,0,0,0,0,0,0.09,0.0086
1990,375,FIN,0.89,0.0003,0,0,0.0016,0.0004,0,0,0,0,0.0004,0,0,0,0.0002,0,0.102,0.0052
1995,375,FIN,0.8702,0.0002,0,0,0.0024,0.0005,0,0,0,0,0.0004,0,0,0,0.0002,0,0.121,0.0051
2000,375,FIN,0.8634,0.0002,0,0,0.0032,0.0006,0,0,0,0,0.0003,0,0,0,0.0002,0,0.129,0.003
2005,375,FIN,0.843,0.0002,0,0,0.0045,0.0009,0,0,0,0,0.0003,0,0,0,0.0007,0,0.147,0.0033
2010,375,FIN,0.794,0.0002,0,0,0.0045,0.0009,0,0,0,0,0.0003,0,0,0,0.0007,0,0.166,0.0332
1945,380,SWD,0.9645,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.0034
1950,380,SWD,0.9447,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0033
1955,380,SWD,0.9534,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0046
1960,380,SWD,0.964,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.004
1965,380,SWD,0.9577,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0004
1970,380,SWD,0.9462,0.0019,0,0,0.0003,0,0,0,0,0,0.0002,0,0,0,0,0,0.05,0.0014
1975,380,SWD,0.9355,0.0019,0,0,0.0006,0.0008,0,0,0,0,0.0002,0,0,0,0,0,0.06,0.001
1980,380,SWD,0.9283,0.0019,0,0,0.001,0.0015,0,0,0,0,0.0002,0,0,0,0,0,0.0664,0.0007
1985,380,SWD,0.9268,0.0019,0,0,0.0087,0.0022,0,0,0,0,0.0004,0,0,0,0,0,0.06,0
1990,380,SWD,0.9153,0.0018,0,0,0.016,0.0029,0,0,0,0,0.0005,0,0,0,0,0,0.06,0.0035
1995,380,SWD,0.8984,0.0018,0,0,0.0232,0.0035,0,0,0,0,0.0006,0,0,0,0,0,0.07,0.0025
2000,380,SWD,0.8681,0.0022,0.0393,0,0.0393,0.0004,0,0.0004,0,0,0,0,0,0,0,0,0.089,0.0005
2005,380,SWD,0.845,0.0021,0.0388,0,0.0388,0.0017,0.0001,0.0009,0.0001,0,0,0,0,0,0,0,0.11,0.0014
2010,380,SWD,0.7606,0.0021,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.16,0.0173
1945,385,NOR,0.9922,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0
1950,385,NOR,0.9925,0.0003,0,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0,0.0071,0
1955,385,NOR,0.9727,0.0002,0,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0,0,0.02,0.0065
1960,385,NOR,0.9569,0.0002,0,0,0.0006,0,0,0,0,0,0.0002,0,0,0,0,0,0.03,0.0121
1965,385,NOR,0.9452,0.0002,0,0,0.0008,0,0,0,0,0,0.0003,0,0,0,0,0,0.04,0.0134
1970,385,NOR,0.926,0.0002,0,0,0.001,0,0,0,0,0,0.0003,0,0,0,0,0,0.06,0.0124
1975,385,NOR,0.9042,0.0002,0,0,0.001,0.0018,0,0,0,0,0.0003,0,0,0,0,0,0.08,0.0125
1980,385,NOR,0.8947,0.0002,0,0,0.001,0.0034,0,0,0,0,0.0003,0,0,0,0,0,0.09,0.0102
1985,385,NOR,0.8941,0.0002,0,0,0.0022,0.005,0,0,0,0,0.0004,0,0,0,0,0,0.09,0.0081
1990,385,NOR,0.9006,0.0002,0,0,0.0033,0.0066,0,0,0,0,0.0004,0,0,0,0.0002,0.0002,0.08,0.0085
1995,385,NOR,0.9091,0.0002,0,0,0.0043,0.008,0,0,0,0,0.0005,0,0,0,0.0002,0.0002,0.06,0.0175
2000,385,NOR,0.8862,0.0003,0.0139,0,0.0139,0.009,0,0,0.0004,0,0.0006,0,0,0,0,0,0.073,0.0167
2005,385,NOR,0.9018,0.0003,0.0166,0,0.0166,0.0021,0,0.0008,0.0005,0,0.0002,0,0,0,0,0,0.0746,0.0032
2010,385,NOR,0.8401,0.0002,0.0204,0,0.0204,0.0028,0,0.0011,0.0002,0,0.0002,0,0,0,0,0,0.1105,0.0246
1945,390,DEN,0.9868,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.008
1950,390,DEN,0.9913,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0002
1955,390,DEN,0.9876,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.0001
1960,390,DEN,0.9872,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.0001
1965,390,DEN,0.9829,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0
1970,390,DEN,0.9787,0.0014,0,0,0.002,0.0002,0,0,0,0,0.0002,0,0,0,0,0,0.0174,0.0001
1975,390,DEN,0.9496,0.0014,0,0,0.0025,0.0007,0,0,0,0,0.0002,0,0,0,0,0,0.0337,0.0119
1980,390,DEN,0.9337,0.0014,0,0,0.0025,0.0012,0,0,0,0,0.0003,0,0,0,0,0,0.0385,0.0224
1985,390,DEN,0.9348,0.0014,0,0,0.0066,0.0017,0,0,0,0,0.0003,0,0,0,0,0,0.0438,0.0115
1990,390,DEN,0.9294,0.0013,0,0,0.0107,0.0022,0,0.0007,0,0,0.0003,0,0,0,0,0,0.0487,0.0067
1995,390,DEN,0.8997,0.0013,0,0,0.0208,0.0026,0,0.0011,0,0,0.0002,0,0,0,0,0,0.0681,0.0062
2000,390,DEN,0.8599,0.0012,0.032,0.0009,0.033,0.0007,0,0,0,0,0,0,0,0,0,0,0.0822,0.0231
2005,390,DEN,0.8392,0.0013,0.0369,0,0.0369,0.0008,0,0,0,0,0,0,0,0,0,0,0.0871,0.0347
2010,390,DEN,0.8172,0.0004,0.0388,0.0013,0.0401,0.0008,0,0,0,0,0.0001,0,0,0,0,0.0001,0.1011,0.0402
1945,395,ICE,0.9812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0008
1950,395,ICE,0.9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157,0.0004
1955,395,ICE,0.9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0.001
1960,395,ICE,0.9881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118,0.0001
1965,395,ICE,0.9809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.0087
1970,395,ICE,0.9838,0,0,0,0,0,0,0.0003,0,0,0.0015,0,0,0,0,0.0005,0.0107,0.0033
1975,395,ICE,0.9862,0,0,0,0,0,0,0.0004,0,0,0.0016,0,0,0,0,0.0008,0.0108,0.0003
1980,395,ICE,0.9847,0,0,0,0,0,0,0.0004,0,0,0.0018,0,0,0,0,0.001,0.0114,0.0007
1985,395,ICE,0.971,0,0,0,0,0,0,0.0005,0,0,0.002,0,0,0,0,0.001,0.0127,0.013
1990,395,ICE,0.965,0,0,0,0.0002,0,0,0.0006,0,0,0.0022,0,0,0,0,0.0009,0.0138,0.0173
1995,395,ICE,0.9626,0,0,0,0.0008,0,0,0.0016,0,0,0.002,0,0,0,0,0.0009,0.0147,0.0173
2000,395,ICE,0.9553,0,0,0,0.0005,0.0016,0,0,0,0,0.0014,0,0,0,0,0.0013,0.0215,0.0185
2005,395,ICE,0.9379,0,0,0,0.0011,0.002,0,0,0,0,0.0013,0,0,0,0,0.003,0.0244,0.0304
2010,395,ICE,0.9155,0,0,0,0.005,0.0034,0,0,0,0,0.0012,0,0,0,0,0.0044,0.0325,0.0378
1975,402,CAP,0.9848,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0066,0.0067,0.0013
1980,402,CAP,0.9791,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.008,0.0074,0.0048
1985,402,CAP,0.9787,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0086,0.0072,0.0046
1990,402,CAP,0.9599,0,0,0,0.0223,0,0,0,0,0,0,0,0,0,0,0.0101,0.0076,0.0001
1995,402,CAP,0.955,0.0001,0,0,0.0255,0,0,0,0,0,0.0014,0,0,0,0,0.0104,0.0075,0.0002
2000,402,CAP,0.9491,0.0001,0,0,0.0277,0,0,0,0,0,0.0015,0,0,0,0,0.0113,0.0081,0.0022
2005,402,CAP,0.9531,0,0.0222,0.0026,0.0248,0,0,0,0,0,0,0,0,0,0,0,0.0182,0.0039
2010,402,CAP,0.9478,0,0.0299,0.0021,0.032,0,0,0,0,0,0,0,0,0,0,0.0013,0.0179,0.001
1975,403,STP,0.9271,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0241,0,0.0482
1980,403,STP,0.9717,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0.0199,0,0.0025
1985,403,STP,0.9704,0,0,0,0,0,0,0,0,0,0.0103,0,0,0,0,0.0172,0,0.0022
1990,403,STP,0.9565,0,0,0,0.0004,0,0,0,0,0,0.0178,0,0,0,0,0.013,0.0078,0.0043
1995,403,STP,0.9573,0,0,0,0.0004,0,0,0,0,0,0.0227,0,0,0,0,0.0076,0.0096,0.0023
2000,403,STP,0.8819,0,0,0,0.0004,0,0,0,0,0,0.0238,0,0,0,0,0.0092,0.0303,0.0545
2005,403,STP,0.9334,0,0,0,0.0084,0,0,0,0,0,0.0248,0,0,0,0,0.0058,0.0217,0.006
2010,403,STP,0.9441,0,0,0,0.015,0,0,0,0,0,0.0238,0,0,0,0,0.0024,0.0124,0.0023
1975,404,GNB,0.1064,0,0,0,0.3032,0,0,0,0,0,0.0001,0,0,0,0,0.5901,0,0.0002
1980,404,GNB,0.1244,0,0,0,0.32,0,0,0,0,0,0.0001,0,0,0,0,0.55,0.0012,0.0043
1985,404,GNB,0.13,0,0,0,0.33,0,0,0,0,0,0.0002,0,0,0,0,0.5298,0.01,0.0001
1990,404,GNB,0.1196,0,0,0,0.33,0,0,0,0,0,0.0002,0,0,0,0,0.53,0.0141,0.006
1995,404,GNB,0.1334,0,0,0,0.35,0,0,0,0,0,0.0002,0,0,0,0,0.5,0.0137,0.0028
2000,404,GNB,0.12,0,0.4081,0.0084,0.4165,0,0,0,0,0,0.0002,0,0,0,0,0.45,0.0129,0.0005
2005,404,GNB,0.1198,0,0.4116,0.0084,0.42,0,0,0,0,0,0.0002,0,0,0,0,0.44,0.0145,0.0055
2010,404,GNB,0.1088,0,0.3891,0.01,0.3991,0,0,0,0,0,0.0002,0,0,0,0,0.475,0.0162,0.0006
1970,411,EQG,0.8828,0,0,0,0.0045,0,0,0,0,0,0.0024,0,0,0,0,0.0662,0.044,0.0001
1975,411,EQG,0.8764,0,0,0,0.0063,0,0,0,0,0,0.0036,0,0,0,0,0.0775,0.0267,0.0095
1980,411,EQG,0.8791,0,0,0,0.0071,0,0,0,0,0,0.0041,0,0,0,0,0.0719,0.0346,0.0031
1985,411,EQG,0.9121,0,0,0,0.0136,0,0,0,0,0,0.0037,0,0,0,0,0.0394,0.02,0.0112
1990,411,EQG,0.9155,0,0,0,0.02,0,0,0.0004,0,0,0.004,0,0,0,0,0.0259,0.0316,0.0026
1995,411,EQG,0.8959,0,0,0,0.0307,0,0,0.0005,0,0,0.0049,0,0,0,0,0.0242,0.03,0.0138
2000,411,EQG,0.8709,0,0.0413,0,0.0413,0,0,0.0005,0,0,0.0051,0,0,0,0,0.05,0.032,0.0002
2005,411,EQG,0.865,0,0.0405,0,0.0405,0,0,0.0005,0,0,0.0051,0,0,0,0,0.05,0.0296,0.0093
2010,411,EQG,0.892,0,0.0394,0,0.0394,0,0,0.0005,0,0,0.0051,0,0,0,0,0.0172,0.0344,0.0114
1965,420,GAM,0.0322,0,0,0,0.8168,0,0,0.0003,0,0,0.0099,0,0,0,0,0.1361,0.0044,0.0003
1970,420,GAM,0.0315,0,0,0,0.8338,0,0,0.0002,0,0,0.0089,0,0,0,0,0.1211,0.0044,0
1975,420,GAM,0.035,0,0,0,0.8362,0,0,0.0002,0,0,0.0088,0,0,0,0,0.1125,0.0053,0.0021
1980,420,GAM,0.0368,0,0,0,0.8433,0,0,0.0002,0,0,0.0085,0,0,0,0,0.103,0.0057,0.0025
1985,420,GAM,0.0403,0,0,0,0.8613,0,0,0.0002,0,0,0.007,0,0,0,0,0.05,0.0055,0.0357
1990,420,GAM,0.0405,0,0,0,0.8586,0,0,0.0002,0,0,0.0063,0,0,0,0,0.0885,0.0058,0.0003
1995,420,GAM,0.0403,0,0,0,0.8919,0,0,0.0002,0,0,0.0074,0,0,0,0,0.05,0.0059,0.0042
2000,420,GAM,0.0304,0,0.89,0.01,0.9,0,0,0.0002,0,0,0.007,0,0,0,0,0.0507,0.006,0.0056
2005,420,GAM,0.0318,0,0.8948,0.01,0.9048,0,0,0.0002,0,0,0.0066,0,0,0,0,0.0489,0.0061,0.0016
2010,420,GAM,0.0435,0,0.89,0.01,0.9,0,0,0.0002,0,0,0.0053,0,0,0,0,0.0436,0.0052,0.0022
1960,432,MLI,0.0117,0,0,0,0.7567,0,0,0,0,0,0.0001,0,0,0,0,0.211,0.0007,0.0199
1965,432,MLI,0.0135,0,0,0,0.7957,0,0,0,0,0,0.0001,0,0,0,0,0.1899,0.0008,0
1970,432,MLI,0.0142,0,0,0,0.8024,0,0,0,0,0,0.0001,0,0,0,0,0.1823,0.0008,0.0003
1975,432,MLI,0.0172,0,0,0,0.8906,0,0,0,0,0,0.0001,0,0,0,0,0.0882,0.0008,0.003
1980,432,MLI,0.0256,0,0,0,0.8897,0,0,0,0,0,0.0001,0,0,0,0,0.0836,0.0009,0.0001
1985,432,MLI,0.0223,0,0,0,0.8764,0,0,0,0,0,0.0001,0,0,0,0,0.09,0.001,0.0102
1990,432,MLI,0.0191,0,0,0,0.8783,0,0,0,0,0,0.0001,0,0,0,0,0.1013,0.0011,0.0001
1995,432,MLI,0.0207,0,0,0,0.8854,0,0,0,0,0,0.0001,0,0,0,0,0.09,0.001,0.0029
2000,432,MLI,0.0328,0,0.8879,0.0094,0.8973,0,0,0,0,0,0.0001,0,0,0,0,0.0685,0.0011,0.0001
2005,432,MLI,0.0277,0,0.8992,0.0049,0.9041,0,0,0,0,0,0.0001,0,0,0,0,0.0639,0.001,0.0032
2010,432,MLI,0.03,0,0.93,0.01,0.94,0,0,0,0,0,0.0001,0,0,0,0,0.028,0.0019,0.0001
1960,433,SEN,0.0414,0,0.3426,0,0.73,0.0001,0,0,0,0,0.0004,0,0,0,0,0.1821,0.0223,0.0238
1965,433,SEN,0.0471,0,0.4639,0,0.75,0.0001,0,0,0,0,0.0005,0,0,0,0,0.18,0.018,0.0044
1970,433,SEN,0.0522,0,0.6135,0,0.8296,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0811,0.0139,0.0226
1975,433,SEN,0.0518,0,0.6732,0,0.86,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0746,0.0104,0.0026
1980,433,SEN,0.0502,0,0.7026,0,0.87,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0677,0.0074,0.0041
1985,433,SEN,0.0463,0,0.8545,0,0.8857,0.0001,0,0,0,0,0.0012,0,0,0,0,0.06,0.0047,0.002
1990,433,SEN,0.0548,0,0.8221,0,0.8779,0.0001,0,0,0,0,0.0016,0,0,0,0,0.0617,0.0032,0.0006
1995,433,SEN,0.0494,0,0.7269,0,0.878,0.0001,0,0,0,0,0.0019,0,0,0,0,0.0588,0.0024,0.0094
2000,433,SEN,0.0398,0,0.9237,0.01,0.9337,0.0001,0,0,0,0,0.0017,0,0,0,0,0.0185,0.0016,0.0046
2005,433,SEN,0.04,0,0.9265,0.01,0.9365,0.0001,0,0,0,0,0.0014,0,0,0,0,0.02,0.0015,0.0004
2010,433,SEN,0.0349,0,0.9286,0.0103,0.9389,0.0001,0,0,0,0,0.0019,0,0,0,0,0.02,0.0017,0.0025
1960,434,BEN,0.1513,0,0,0,0.1247,0,0,0,0,0,0.0008,0,0,0,0,0.7221,0.0001,0.001
1965,434,BEN,0.1465,0,0,0,0.1249,0,0,0,0,0,0.0011,0,0,0,0,0.725,0.0001,0.0023
1970,434,BEN,0.1807,0,0,0,0.14,0,0,0,0,0,0.0012,0,0,0,0,0.6775,0.0002,0.0004
1975,434,BEN,0.21,0,0,0,0.1185,0,0,0,0,0,0.0014,0,0,0,0,0.6668,0.0004,0.0028
1980,434,BEN,0.2358,0,0,0,0.1032,0,0,0,0,0,0.0016,0,0,0,0,0.6369,0.0006,0.022
1985,434,BEN,0.25,0,0,0,0.12,0,0,0,0,0,0.0017,0,0,0,0,0.6273,0.001,0
1990,434,BEN,0.2758,0,0,0,0.1836,0,0,0,0,0,0.0017,0,0,0,0,0.5322,0.0015,0.0052
1995,434,BEN,0.3395,0,0,0,0.22,0,0,0,0,0,0.0015,0,0,0,0,0.4265,0.0021,0.0105
2000,434,BEN,0.4322,0,0.242,0.0049,0.247,0,0,0,0,0,0.0013,0,0,0,0,0.287,0.0205,0.012
2005,434,BEN,0.4275,0,0.2196,0.0092,0.2288,0,0,0.0008,0,0,0.0014,0,0,0,0,0.3016,0.0383,0.0016
2010,434,BEN,0.4,0,0.2623,0.0024,0.2647,0,0,0,0,0,0.0003,0,0,0,0,0.284,0.0334,0.0177
1960,435,MAA,0.0059,0,0,0,0.99,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.004
1965,435,MAA,0.0057,0,0,0,0.99,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0042
1970,435,MAA,0.0055,0,0,0,0.993,0,0,0,0,0,0.0001,0,0,0,0,0.0009,0.0005,0
1975,435,MAA,0.0052,0,0,0,0.98,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0005,0.0042
1980,435,MAA,0.0049,0,0,0,0.98,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0005,0.0045
1985,435,MAA,0.0047,0,0,0,0.98,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0008,0.0044
1990,435,MAA,0.0045,0,0,0,0.985,0,0,0,0,0,0.0001,0,0,0,0,0.0055,0.0011,0.0039
1995,435,MAA,0.0035,0,0,0,0.99,0,0,0,0,0,0.0001,0,0,0,0,0.0053,0.0011,0
2000,435,MAA,0.0027,0,0.9727,0,0.9727,0,0,0,0,0,0.0001,0,0,0,0,0.0058,0.0021,0.0167
2005,435,MAA,0.0026,0,0.96,0,0.96,0,0,0,0,0,0.0001,0,0,0,0,0.0051,0.0011,0.0312
2010,435,MAA,0.0026,0,0.97,0,0.97,0,0,0,0,0,0.0001,0,0,0,0,0.0052,0.0011,0.021
1960,436,NIR,0.0033,0,0,0,0.72,0,0,0,0,0,0.0002,0,0,0,0,0.2734,0.0006,0.0025
1965,436,NIR,0.0036,0,0,0,0.7886,0,0,0,0,0,0.0002,0,0,0,0,0.2064,0.0006,0.0006
1970,436,NIR,0.0039,0,0,0,0.8451,0,0,0,0,0,0.0002,0,0,0,0,0.1499,0.0006,0.0003
1975,436,NIR,0.0043,0,0,0,0.86,0,0,0,0.0001,0,0.0002,0,0,0,0,0.1325,0.0007,0.0022
1980,436,NIR,0.0044,0,0,0,0.88,0,0,0,0.0002,0,0.0002,0,0,0,0,0.1103,0.0006,0.0044
1985,436,NIR,0.0068,0,0,0,0.89,0,0,0,0.0002,0,0.0002,0,0,0,0,0.0993,0.0006,0.0029
1990,436,NIR,0.0085,0,0,0,0.9016,0,0,0,0.0002,0,0.0003,0,0,0,0,0.088,0.0006,0.0009
1995,436,NIR,0.0058,0,0,0,0.9234,0,0,0,0.0002,0,0.0003,0,0,0,0,0.0652,0.0006,0.0044
2000,436,NIR,0.0354,0,0.915,0,0.915,0,0,0,0.0002,0,0.0003,0,0,0,0,0.0467,0.0008,0.0015
2005,436,NIR,0.0354,0,0.9178,0,0.9178,0,0,0,0.0002,0,0.0003,0,0,0,0,0.0443,0.0008,0.0011
2010,436,NIR,0.039,0,0.915,0,0.915,0,0,0,0.0002,0,0.0003,0,0,0,0,0.0404,0.001,0.0041
1960,437,CDI,0.1086,0,0,0,0.2173,0,0,0,0,0,0.0007,0,0,0,0,0.6637,0,0.0097
1965,437,CDI,0.173,0,0,0,0.23,0,0,0,0,0,0.0007,0,0,0,0,0.5837,0.0001,0.0124
1970,437,CDI,0.2489,0,0,0,0.2298,0,0,0.0001,0,0,0.0007,0,0,0,0,0.5199,0.0004,0.0001
1975,437,CDI,0.2873,0,0,0,0.23,0.0002,0,0.0003,0,0,0.0007,0,0,0,0,0.4797,0.0015,0.0002
1980,437,CDI,0.3062,0,0,0,0.24,0.0003,0,0.0004,0,0,0.0007,0,0,0,0,0.4496,0.0023,0.0005
1985,437,CDI,0.3098,0,0,0,0.27,0.0004,0,0.0005,0,0,0.0011,0,0,0,0,0.412,0.0027,0.0036
1990,437,CDI,0.294,0,0.3824,0.0043,0.3867,0.0004,0,0.0006,0,0,0.0014,0,0,0,0,0.2987,0.0122,0.006
1995,437,CDI,0.3017,0,0.3753,0.0042,0.3795,0.0004,0,0.0003,0,0,0.0014,0,0,0,0,0.29,0.0101,0.0166
2000,437,CDI,0.2809,0,0.3791,0.0039,0.3868,0.0005,0,0.0001,0,0,0.0015,0,0,0,0,0.3164,0.0081,0.0057
2005,437,CDI,0.3249,0,0.384,0.0037,0.3913,0.0005,0,0.0001,0,0,0.0015,0,0,0,0,0.272,0.0072,0.0026
2010,437,CDI,0.375,0,0.3675,0.0037,0.375,0.0005,0,0.0001,0,0,0.0015,0,0,0,0,0.24,0.0058,0.0021
1960,438,GUI,0.0119,0,0,0,0.4951,0,0,0,0,0,0,0,0,0,0,0.489,0.0011,0.0028
1965,438,GUI,0.0129,0,0,0,0.4661,0,0,0,0,0,0,0,0,0,0,0.4843,0.0012,0.0354
1970,438,GUI,0.0133,0,0,0,0.5574,0,0,0,0,0,0,0,0,0,0,0.4241,0.0012,0.0039
1975,438,GUI,0.0141,0,0,0,0.6404,0.0003,0,0,0,0,0,0,0,0,0,0.3434,0.0013,0.0006
1980,438,GUI,0.0146,0,0,0,0.6678,0.0005,0,0,0,0,0,0,0,0,0,0.3138,0.0013,0.002
1985,438,GUI,0.0257,0,0,0,0.67,0.0007,0,0,0,0,0,0,0,0,0,0.3,0.0015,0.002
1990,438,GUI,0.0382,0,0,0,0.6685,0.0008,0,0,0,0,0,0,0,0,0,0.2902,0.0014,0.0009
1995,438,GUI,0.0381,0,0,0,0.68,0.0008,0,0,0,0,0,0,0,0,0,0.2789,0.0015,0.0007
2000,438,GUI,0.0719,0,0.844,0.006,0.85,0.0009,0,0,0,0,0,0,0,0,0,0.0716,0.0019,0.0037
2005,438,GUI,0.08,0,0.842,0.008,0.85,0.0009,0,0,0,0,0,0,0,0,0,0.065,0.0022,0.0019
2010,438,GUI,0.08,0,0.842,0.008,0.85,0.0009,0,0,0,0,0,0,0,0,0,0.0659,0.0019,0.0013
